[2026-07-10 11:52:32] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:56:52] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:56:52] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:56:55] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:56:55] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:56:55] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:57:30] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:57:30] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:57:30] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:57:42] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:57:42] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:57:42] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:58:09] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:58:09] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:58:10] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:58:28] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:58:28] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:58:29] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:58:44] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:58:44] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:58:44] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:59:15] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:59:15] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:59:15] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:59:22] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:59:22] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:59:22] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 11:59:58] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 11:59:58] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 11:59:58] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:00:04] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:00:04] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:00:04] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:00:32] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:00:32] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:00:32] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:00:55] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:00:55] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:00:55] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:01:05] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:01:05] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:01:05] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:01:41] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:01:41] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:01:41] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:01:46] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:01:46] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:01:47] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:02:12] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:02:12] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:02:12] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:02:37] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:02:37] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:02:37] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:02:50] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:02:50] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:02:50] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:03:20] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:03:20] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:03:20] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:03:25] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:03:25] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:03:25] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:04:00] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:04:00] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:04:00] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:04:13] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:04:13] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:04:13] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:04:30] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:04:30] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:04:30] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:05:06] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:05:06] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:05:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:05:12] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:05:12] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:05:13] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:05:43] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:05:43] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:05:43] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:06:01] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:06:01] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:06:01] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:06:25] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:06:25] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:06:25] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:06:55] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:06:55] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:06:55] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:06:56] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:06:56] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:06:56] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:07:32] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:07:32] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:07:32] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:08:05] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:08:05] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:08:05] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:08:43] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:08:43] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:08:43] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:09:17] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:09:17] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:09:17] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:09:52] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:09:52] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:09:52] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:10:05] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:10:05] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:10:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:10:28] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:10:28] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:10:28] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:11:02] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:11:02] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:11:03] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:11:06] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:11:06] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:11:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:11:42] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:11:43] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:11:43] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:11:57] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:11:57] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:11:58] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:12:17] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:12:17] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:12:17] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:12:51] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:12:51] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:12:51] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:12:54] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:12:54] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:12:54] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:13:28] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:13:28] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:13:29] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:13:40] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:13:40] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:13:40] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:14:06] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:14:06] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:14:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:14:32] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:14:32] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:14:32] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:14:41] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:14:41] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:14:41] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:15:19] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:15:19] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:15:19] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:15:21] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:15:21] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:15:21] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:15:57] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:15:57] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:15:57] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:16:08] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:16:08] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:16:08] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:16:34] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:16:34] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:16:34] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:16:55] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:16:55] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:16:56] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:17:12] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:17:12] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:17:12] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:17:44] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:17:44] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:17:44] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:17:46] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:17:46] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:17:46] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:18:24] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:18:24] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:18:24] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:18:35] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:18:35] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:18:35] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:18:57] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:18:57] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:18:57] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:19:27] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:19:27] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:19:27] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:19:35] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:19:35] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:19:35] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:20:06] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:20:06] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:20:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:20:18] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:20:18] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:20:18] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:20:46] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:20:46] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:20:46] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:21:06] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:21:06] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:21:06] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
[2026-07-10 12:21:14] INFO     | awr_seg_Physical_reads_parser | Found 5 rows in Segments by Physical Reads section
[2026-07-10 12:21:14] INFO     | awr_seg_Physical_reads_parser | ✅ Parsed 5 Segments by Physical Reads records
[2026-07-10 12:21:14] INFO     | awr_seg_Physical_reads_parser | ✅ Inserted 5 rows into awr_seg_phy_reads
