[2026-07-10 11:52:13] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:57:26] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:57:26] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:57:26] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:57:43] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:57:43] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:57:43] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:58:13] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:58:13] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:58:13] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:58:18] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:58:18] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:58:18] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:58:56] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:58:56] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:58:56] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:59:00] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:59:00] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:59:00] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:59:32] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:59:32] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:59:32] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 11:59:47] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 11:59:47] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 11:59:47] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:00:08] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:00:08] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:00:09] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:00:37] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:00:37] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:00:37] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:00:41] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:00:41] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:00:41] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:01:16] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:01:16] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:01:16] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:01:29] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:01:29] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:01:29] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:01:49] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:01:49] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:01:49] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:02:21] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:02:21] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:02:21] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:02:25] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:02:25] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:02:25] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:02:56] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:02:56] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:02:56] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:03:09] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:03:09] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:03:09] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:03:35] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:03:35] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:03:35] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:03:58] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:03:58] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:03:58] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:04:04] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:04:04] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:04:04] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:04:46] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:04:46] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:04:46] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:04:47] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:04:47] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:04:47] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:05:17] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:05:17] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:05:17] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:05:43] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:05:43] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:05:43] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:05:59] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:05:59] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:05:59] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:06:30] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:06:30] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:06:30] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:06:37] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:06:37] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:06:37] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:07:10] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:07:10] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:07:10] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:07:40] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:07:40] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:07:40] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:08:18] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:08:18] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:08:18] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:08:52] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:08:52] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:08:52] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:09:28] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:09:28] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:09:28] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:09:48] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:09:48] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:09:48] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:10:02] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:10:02] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:10:02] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:10:38] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:10:38] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:10:38] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:10:41] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:10:41] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:10:41] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:11:17] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:11:17] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:11:17] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:11:40] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:11:40] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:11:40] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:11:53] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:11:53] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:11:53] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:12:29] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:12:29] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:12:29] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:12:34] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:12:34] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:12:34] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:13:03] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:13:03] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:13:03] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:13:24] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:13:24] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:13:24] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:13:40] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:13:40] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:13:41] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:14:14] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:14:14] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:14:14] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:14:15] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:14:15] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:14:15] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:14:53] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:14:53] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:14:53] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:15:05] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:15:05] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:15:05] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:15:30] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:15:30] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:15:31] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:15:53] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:15:53] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:15:53] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:16:07] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:16:07] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:16:07] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:16:40] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:16:40] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:16:40] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:16:45] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:16:45] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:16:45] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:17:21] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:17:21] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:17:21] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:17:27] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:17:27] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:17:27] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:17:59] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:17:59] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:17:59] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:18:18] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:18:18] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:18:18] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:18:33] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:18:33] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:18:33] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:19:09] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:19:09] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:19:09] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:19:10] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:19:10] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:19:10] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:19:42] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:19:42] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:19:42] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:20:02] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:20:02] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
[2026-07-10 12:20:02] INFO     | awr_seg_phy_read_req_parser | ✅ Inserted 5 rows into awr_seg_phy_read_req
[2026-07-10 12:20:21] INFO     | awr_seg_phy_read_req_parser | Found 5 rows in Segments by Physical Read Requests section
[2026-07-10 12:20:21] INFO     | awr_seg_phy_read_req_parser | ✅ Parsed 5 Segments by Physical Read Requests records
