[2026-07-10 11:52:36] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:01:45] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:01:50] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:01:50] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:01:50] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:02:17] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:02:17] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:02:17] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:02:40] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:02:40] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:02:41] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:02:54] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:02:54] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:02:54] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:03:24] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:03:24] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:03:24] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:03:28] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:03:28] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:03:28] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:04:05] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:04:05] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:04:05] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:04:16] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:04:16] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:04:17] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:04:34] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:04:34] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:04:34] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:05:10] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:05:10] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:05:10] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:05:17] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:05:17] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:05:17] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:05:47] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:05:47] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:05:47] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:06:05] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:06:05] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:06:05] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:06:29] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:06:29] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:06:29] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:07:00] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:07:37] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:07:37] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:07:37] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:08:10] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:08:10] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:08:10] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:08:47] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:08:47] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:08:47] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:09:21] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:09:21] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:09:21] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:09:56] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:09:56] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:09:56] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:10:09] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:10:09] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:10:09] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:10:32] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:10:32] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:10:32] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:11:07] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:11:07] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:11:07] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:11:11] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:11:11] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:11:11] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:11:47] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:11:47] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:11:47] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:12:01] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:12:01] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:12:01] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:12:22] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:12:22] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:12:22] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:12:54] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:12:54] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:12:54] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:12:58] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:12:58] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:12:59] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:13:33] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:13:33] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:13:33] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:13:44] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:13:44] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:13:44] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:14:11] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:14:11] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:14:11] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:14:35] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:14:35] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:14:35] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:14:45] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:14:45] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:14:45] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:15:23] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:15:23] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:15:23] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:15:24] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:15:24] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:15:24] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:16:02] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:16:02] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:16:02] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:16:12] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:16:12] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:16:12] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:16:39] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:16:39] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:16:39] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:16:59] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:16:59] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:16:59] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:17:16] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:17:16] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:17:16] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:17:47] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:17:47] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:17:47] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:17:51] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:17:51] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:17:51] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:18:28] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:18:28] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:18:28] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:18:39] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:18:39] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:18:39] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:19:02] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:19:02] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:19:02] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:19:30] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:19:30] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:19:30] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:19:39] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:19:39] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:19:40] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:20:11] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:20:11] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:20:11] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:20:21] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:20:21] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:20:21] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:20:50] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:20:50] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:20:50] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:21:10] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:21:10] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:21:10] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:21:19] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:21:19] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:21:19] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:26:30] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
[2026-07-10 12:26:30] INFO     | awr_seg_phy_writes_parser | ✅ Parsed 5 Segments by Physical Writes records
[2026-07-10 12:26:30] INFO     | awr_seg_phy_writes_parser | ✅ Inserted 5 rows into awr_seg_phy_writes
[2026-07-10 12:26:40] INFO     | awr_seg_phy_writes_parser | Found 5 rows in Segments by Physical Writes section
