[2026-07-10 11:52:29] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 11:58:40] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 11:59:12] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 11:59:12] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 11:59:12] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 11:59:17] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 11:59:17] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 11:59:17] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 11:59:53] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 11:59:53] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 11:59:53] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:00:01] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:00:01] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:00:01] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:00:28] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:00:28] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:00:28] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:00:51] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:00:51] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:00:51] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:01:01] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:01:01] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:01:01] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:01:36] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:01:36] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:01:36] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:01:43] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:01:43] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:01:43] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:02:08] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:02:08] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:02:08] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:02:34] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:02:34] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:02:34] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:02:45] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:02:45] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:02:45] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:03:15] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:03:15] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:03:15] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:03:22] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:03:22] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:03:22] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:03:56] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:03:56] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:03:56] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:04:10] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:04:10] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:04:10] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:04:25] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:04:25] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:04:25] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:05:02] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:05:02] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:05:02] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:05:08] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:05:08] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:05:08] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:05:38] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:05:38] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:05:38] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:05:58] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:05:58] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:05:58] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:06:20] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:06:20] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:06:20] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:06:50] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:06:50] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:06:50] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:06:52] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:06:52] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:06:52] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:07:28] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:07:28] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:07:28] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:08:00] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:08:00] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:08:00] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:08:38] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:08:38] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:08:38] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:09:12] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:09:12] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:09:12] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:09:47] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:09:47] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:09:47] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:10:02] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:10:02] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:10:02] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:10:23] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:10:23] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:10:23] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:10:55] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:10:55] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:10:55] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:11:00] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:11:00] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:11:00] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:11:38] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:11:38] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:11:38] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:11:54] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:11:54] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:11:54] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:12:13] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:12:13] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:12:13] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:12:47] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:12:47] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:12:47] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:12:49] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:12:49] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:12:49] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:13:24] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:13:24] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:13:24] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:13:37] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:13:37] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:13:37] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:14:01] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:14:01] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:14:01] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:14:28] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:14:28] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:14:28] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:14:36] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:14:36] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:14:36] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:15:14] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:15:14] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:15:14] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:15:18] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:15:18] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:15:18] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:15:52] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:15:52] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:15:52] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:16:05] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:16:05] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:16:05] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:16:29] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:16:29] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:16:29] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:16:52] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:16:52] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:16:52] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:17:07] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:17:07] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:17:07] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:17:41] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:18:19] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:18:19] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:18:19] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:18:32] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:18:32] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:18:32] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:18:53] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:18:53] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:18:53] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:19:23] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:19:23] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:19:23] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:19:30] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:19:30] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:19:30] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:20:02] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:20:02] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:20:02] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:20:14] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:20:14] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:20:15] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:20:41] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:20:41] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:20:41] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:21:03] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:21:03] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:21:03] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:21:10] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:21:10] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:21:10] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:21:51] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
[2026-07-10 12:21:51] INFO     | awr_seg_logical_reads_parser | ✅ Parsed 5 Segments by Logical Reads records
[2026-07-10 12:21:51] INFO     | awr_seg_logical_reads_parser | ✅ Inserted 5 rows into awr_seg_logical_reads
[2026-07-10 12:21:52] INFO     | awr_seg_logical_reads_parser | Found 5 rows in Segments by Logical Reads section
