[2026-07-10 11:52:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:06:15] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:06:46] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:06:46] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:06:46] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:06:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:06:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:07:23] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:07:23] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:07:56] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:07:56] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:07:56] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:08:33] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:08:33] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:09:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:09:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:09:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:09:42] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:09:42] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:09:59] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:09:59] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:10:18] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:10:18] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:10:18] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:10:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:10:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:10:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:10:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:11:33] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:11:33] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:11:33] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:11:51] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:11:51] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:12:08] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:12:08] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:12:44] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:12:44] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:12:44] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:12:44] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:12:44] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:13:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:13:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:13:34] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:13:34] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:13:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:13:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:13:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:14:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:14:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:14:31] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:14:31] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:15:09] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:15:09] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:15:09] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:15:14] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:15:14] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:15:47] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:15:47] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:16:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:16:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:16:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:16:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:16:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:16:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:16:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:17:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:17:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:17:37] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:17:37] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:17:37] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:17:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:17:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:18:15] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:18:15] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:18:29] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:18:29] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:18:48] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:18:48] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:18:48] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:19:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:19:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:19:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:19:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:19:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:19:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:19:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:20:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:20:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:20:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:20:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:21:00] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:21:00] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:21:06] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:21:06] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:21:06] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:21:47] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:21:47] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:21:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:21:49] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:26:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:26:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:26:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:26:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:26:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:26:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:26:24] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:26:33] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
