[2026-07-10 11:52:41] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:55:55] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:55:55] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:56:10] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:56:10] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:56:10] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:56:27] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:56:27] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:56:27] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:57:00] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:57:00] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:57:00] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:57:07] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:57:07] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:57:07] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:57:42] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:57:42] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:57:42] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:57:50] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:57:50] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:57:50] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:58:21] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:58:21] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:58:21] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:58:36] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:58:36] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:58:36] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:58:56] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:58:56] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:58:56] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:59:23] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:59:23] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:59:23] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 11:59:33] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 11:59:33] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 11:59:33] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:00:10] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:00:10] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:00:10] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:00:13] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:00:13] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:00:13] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:00:42] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:00:42] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:00:42] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:01:04] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:01:04] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:01:04] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:01:16] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:01:16] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:01:16] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:01:52] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:01:52] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:01:52] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:01:55] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:01:55] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:01:55] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:02:23] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:02:23] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:02:23] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:02:45] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:02:45] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:02:45] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:03:01] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:03:01] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:03:01] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:03:31] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:03:31] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:03:31] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:03:33] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:03:33] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:03:33] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:04:12] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:04:12] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:04:12] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:04:21] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:04:21] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:04:21] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:04:41] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:04:41] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:04:42] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:05:15] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:05:15] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:05:15] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:05:24] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:05:24] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:05:24] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:05:54] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:05:54] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:05:54] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:06:10] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:06:10] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:06:10] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:06:36] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:06:36] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:06:36] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:07:05] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:07:05] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:07:05] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:07:07] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:07:07] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:07:07] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:07:44] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:07:44] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:07:44] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:08:17] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:08:17] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:08:17] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:08:54] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:08:54] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:08:54] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:09:28] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:09:28] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:09:28] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:10:03] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:10:03] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:10:03] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:10:14] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:10:14] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:10:15] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:10:39] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:10:39] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:10:39] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:11:12] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:11:12] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:11:12] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:11:18] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:11:18] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:11:18] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:11:54] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:11:54] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:11:54] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:12:06] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:12:06] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:12:06] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:12:29] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:12:29] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:12:29] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:12:59] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:12:59] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:12:59] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:13:06] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:13:06] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:13:06] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:13:40] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:13:40] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:13:40] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:13:49] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:13:49] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:13:49] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:14:17] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:14:17] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:14:17] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:14:40] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:14:40] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:14:40] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:14:52] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:14:52] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:14:52] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:15:29] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:15:29] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:15:29] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:15:31] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:15:31] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:15:31] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:16:09] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:16:09] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:16:09] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:16:16] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:16:16] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:16:16] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:16:45] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:16:45] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:16:46] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:17:03] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:17:03] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:17:03] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:17:23] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:17:23] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:17:23] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:17:53] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:17:53] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:17:53] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:17:58] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:17:58] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:17:58] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:18:35] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:18:35] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:18:35] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:18:44] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:18:44] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:18:44] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:19:08] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:19:08] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:19:08] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:19:35] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:19:35] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:19:36] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:19:46] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:19:46] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:19:47] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:20:17] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:20:17] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:20:17] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:20:26] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:20:26] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:20:26] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
