[2026-07-10 11:52:39] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:55:13] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:55:13] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:55:13] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:55:18] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:55:18] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:55:18] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:55:53] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 11:55:53] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 11:55:53] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 11:56:09] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:56:09] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:56:09] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:56:25] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:56:25] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:56:25] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:56:59] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:56:59] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:56:59] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:57:04] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 11:57:04] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 11:57:05] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 11:57:40] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:57:40] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:57:40] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:57:48] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:57:48] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:57:48] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:58:19] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 11:58:19] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 11:58:19] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 11:58:35] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:58:35] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:58:35] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:58:54] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:58:54] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:58:54] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:59:22] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 11:59:22] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 11:59:22] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 11:59:31] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 11:59:31] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 11:59:31] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:00:07] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:00:07] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:00:07] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:00:11] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:00:11] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:00:11] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:00:40] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:00:40] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:00:40] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:01:02] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:01:02] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:01:02] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:01:14] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:01:14] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:01:14] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:01:50] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:01:50] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:01:50] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:01:53] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:01:53] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:01:53] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:02:21] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:02:21] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:02:21] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:02:44] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:02:44] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:02:44] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:02:59] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:02:59] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:02:59] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:03:29] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:03:29] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:03:29] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:03:32] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:03:32] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:03:32] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:04:09] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:04:09] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:04:09] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:04:20] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:04:20] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:04:20] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:04:39] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:04:39] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:04:39] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:05:13] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:05:13] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:05:13] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:05:22] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:05:22] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:05:22] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:05:52] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:05:52] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:05:52] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:06:08] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:06:08] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:06:08] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:06:34] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:06:34] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:06:34] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:07:03] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:07:03] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:07:03] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:07:04] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:07:04] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:07:04] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:07:42] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:07:42] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:07:42] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:08:14] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:08:14] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:08:14] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:08:52] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:08:52] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:08:52] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:09:26] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:09:26] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:09:26] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:10:01] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:10:01] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:10:01] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:10:13] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:10:13] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:10:13] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:10:37] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:10:37] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:10:37] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:11:10] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:11:10] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:11:11] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:11:16] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:11:16] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:11:16] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:11:52] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:11:52] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:11:52] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:12:05] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:12:05] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:12:05] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:12:27] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:12:27] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:12:27] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:12:57] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:12:57] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:12:57] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:13:03] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:13:03] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:13:03] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:13:38] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:13:38] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:13:38] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:13:47] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:13:47] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:13:47] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:14:14] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:14:14] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:14:14] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:14:38] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:14:38] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:14:38] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:14:50] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:14:50] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:14:50] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:15:27] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:15:27] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:15:27] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:15:28] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:15:28] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:15:28] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:16:07] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:16:07] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:16:07] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:16:15] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:16:15] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:16:15] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:16:43] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:16:43] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:16:43] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:17:02] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:17:02] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:17:02] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:17:21] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:17:21] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:17:21] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:17:51] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:17:51] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:17:51] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:17:55] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:17:55] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:17:55] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:18:33] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:18:33] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:18:33] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:18:42] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:18:42] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:18:42] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:19:06] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:19:06] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:19:06] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:19:34] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:19:34] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:19:34] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:19:44] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:19:44] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:19:44] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:20:15] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:20:15] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:20:15] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:20:24] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:20:24] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:20:24] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:20:55] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:20:55] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:20:55] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:21:13] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:21:13] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:21:13] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:21:23] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:21:23] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:21:23] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:26:34] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:26:34] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:26:35] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:26:46] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:26:46] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:26:47] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:26:47] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:26:47] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:26:47] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:27:10] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:27:10] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:27:10] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:27:58] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
